STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,Cluster
WEST BENGAL,BURDWAN,2001,133,4,43,46,0,46,45,32,13,24,17,42,28,848,67,781,237,6,53,0,7,99,32,85,0,296,0,17,2631,4693,1
WEST BENGAL,HOOGHLY,2001,81,22,33,29,0,29,41,38,3,8,63,28,15,587,44,543,363,11,16,0,0,248,10,39,0,372,0,183,871,3020,1
WEST BENGAL,JALPAIGURI,2001,152,30,60,54,0,54,33,24,9,36,8,58,27,486,51,435,84,6,12,7,4,319,2,47,0,150,0,215,531,2321,1
WEST BENGAL,KOLKATA,2001,65,152,8,19,0,19,121,78,43,26,60,149,148,4040,1061,2979,275,271,863,54,0,1346,6,165,37,207,2,445,3511,11970,1
WEST BENGAL,MIDNAPUR,2001,120,20,44,84,0,84,74,74,0,16,33,59,39,581,108,473,363,38,27,1,23,63,58,54,1,470,0,9,2440,4617,1
WEST BENGAL,MURSHIDABAD,2001,130,10,38,66,0,66,52,46,6,21,0,31,10,378,23,355,109,2,18,4,0,179,12,36,2,240,0,213,1132,2683,1
WEST BENGAL,NADIA,2001,124,0,34,71,0,71,91,90,1,28,14,23,10,678,2,676,227,0,0,0,5,499,10,77,7,252,0,135,1338,3623,1
DELHI UT,EAST,2001,56,51,15,24,0,24,163,39,124,4,15,47,270,1651,835,816,20,41,143,6,4,257,11,56,11,27,0,23,1552,4447,1
DELHI UT,NORTH,2001,28,33,5,28,0,28,99,53,46,2,5,52,177,1364,455,909,11,86,159,7,3,165,4,26,6,9,0,0,1729,3998,1
DELHI UT,NORTH EAST,2001,62,79,5,36,0,36,157,123,34,3,6,74,157,961,500,461,7,27,57,3,3,260,20,34,1,8,0,12,1477,3449,1
DELHI UT,SOUTH WEST,2001,61,52,1,42,0,42,174,113,61,9,4,74,359,1816,772,1044,32,31,182,3,8,181,16,69,13,24,0,144,2094,5389,1
DELHI UT,WEST,2001,70,51,12,45,0,45,151,99,52,2,24,58,418,2100,996,1104,5,38,198,1,3,252,18,65,2,22,0,4,4151,7690,1
ANDHRA PRADESH,ADILABAD,2002,100,79,17,37,0,37,42,32,10,7,0,40,193,226,32,194,80,25,135,0,38,1181,20,174,63,240,0,225,1753,4675,1
ANDHRA PRADESH,ANANTAPUR,2002,166,113,7,28,0,28,65,49,16,13,0,21,196,356,59,297,135,37,109,5,57,1752,9,179,37,151,0,312,719,4467,1
ANDHRA PRADESH,CHITTOOR,2002,105,66,5,28,0,28,67,39,28,4,0,14,208,832,200,632,71,57,172,1,43,999,16,126,40,188,0,476,2788,6306,1
ANDHRA PRADESH,EAST GODAVARI,2002,97,102,2,25,0,25,55,5,50,3,0,12,468,1206,213,993,100,89,262,13,40,3076,11,108,73,276,0,473,1440,7931,1
ANDHRA PRADESH,GUNTUR,2002,143,77,1,46,0,46,87,71,16,12,0,53,357,1182,150,1032,144,65,346,10,38,1760,13,186,85,434,0,404,2440,7883,1
ANDHRA PRADESH,HYDERABAD CITY,2002,117,109,3,57,0,57,115,61,54,11,2,68,1348,3777,1224,2553,128,127,1734,21,8,3714,24,138,123,590,0,440,1759,14413,1
ANDHRA PRADESH,KARIMNAGAR,2002,160,88,6,99,0,99,62,42,20,18,0,60,216,404,94,310,191,44,357,2,52,2671,45,357,125,209,0,416,1504,7086,1
ANDHRA PRADESH,KHAMMAM,2002,106,55,1,48,0,48,70,55,15,5,0,11,164,431,79,352,107,76,219,1,52,2204,13,191,375,324,0,276,917,5646,1
ANDHRA PRADESH,KURNOOL,2002,124,98,1,45,0,45,54,24,30,8,0,17,134,308,16,292,76,12,185,8,16,1458,11,166,115,167,0,520,1161,4684,1
ANDHRA PRADESH,MAHABOOBNAGAR,2002,171,84,31,85,0,85,57,36,21,5,0,39,241,439,41,398,140,24,91,6,74,906,31,202,42,225,0,353,2108,5354,1
ANDHRA PRADESH,MEDAK,2002,103,50,20,68,0,68,46,38,8,18,0,35,272,356,39,317,64,22,105,2,57,1612,25,103,28,251,0,417,554,4208,1
ANDHRA PRADESH,NALGONDA,2002,109,53,8,41,0,41,46,37,9,5,0,18,167,321,45,276,87,26,184,6,78,1139,37,232,67,210,0,490,1966,5290,1
ANDHRA PRADESH,NELLORE,2002,84,93,4,46,0,46,67,54,13,12,0,23,209,542,68,474,46,39,157,4,58,1223,10,206,226,289,0,290,1612,5240,1
ANDHRA PRADESH,NIZAMABAD,2002,93,42,12,35,0,35,29,21,8,13,0,30,179,338,66,272,46,33,138,1,39,1934,17,71,24,278,0,274,791,4417,1
ANDHRA PRADESH,RANGA REDDY,2002,214,107,12,49,0,49,104,70,34,22,1,62,1009,1450,452,998,61,88,597,4,81,3224,51,143,93,508,0,774,1948,10602,1
ANDHRA PRADESH,VIJAYAWADA,2002,39,49,3,31,0,31,78,43,35,3,0,56,723,2808,278,2530,5,34,784,6,42,1950,9,119,171,869,0,247,1057,9083,1
ANDHRA PRADESH,WARANGAL,2002,131,72,11,52,0,52,72,58,14,7,0,20,245,413,56,357,240,41,175,5,0,1812,45,212,0,157,0,317,2370,6397,1
ANDHRA PRADESH,WEST GODAVARI,2002,69,91,2,54,0,54,59,32,27,7,0,19,286,826,120,706,68,61,303,8,47,1116,12,223,73,447,0,445,1845,6061,1
ASSAM,BARPETA,2002,43,20,2,55,0,55,69,59,10,28,1,23,83,256,9,247,275,19,28,1,28,90,4,18,0,97,0,102,285,1527,1
ASSAM,CACHAR,2002,57,44,0,71,0,71,93,80,13,29,1,18,206,448,3,445,446,50,33,3,57,234,7,156,0,219,0,291,1057,3520,1
ASSAM,DHUBRI,2002,60,16,1,46,0,46,62,51,11,44,4,20,78,88,1,87,418,55,23,5,21,257,4,67,2,167,0,155,128,1721,1
ASSAM,DIBRUGARH,2002,97,35,2,45,0,45,75,58,17,19,1,23,96,309,35,274,36,4,21,3,23,369,1,27,0,43,0,155,258,1642,1
ASSAM,GOLAGHAT,2002,57,9,4,42,0,42,68,60,8,10,1,37,56,260,31,229,13,28,31,5,28,342,0,36,0,36,0,90,194,1347,1
ASSAM,GUWAHATI CITY,2002,60,18,20,60,0,60,184,144,40,44,4,83,530,1136,201,935,313,113,146,11,5,378,6,41,0,69,0,62,1101,4384,1
ASSAM,KAMRUP,2002,34,31,8,41,0,41,118,104,14,21,0,30,68,138,57,81,50,24,47,0,13,65,2,23,0,20,0,16,924,1673,1
ASSAM,LAKHIMPUR,2002,26,34,1,69,0,69,84,74,10,2,0,44,95,283,0,283,59,19,86,0,45,478,0,63,0,175,0,72,290,1925,1
ASSAM,NAGAON,2002,78,40,3,61,0,61,132,124,8,53,2,77,355,298,45,253,305,41,61,4,45,493,7,115,5,158,0,249,672,3254,1
ASSAM,SIBSAGAR,2002,75,20,1,57,0,57,57,57,0,8,0,22,50,328,47,281,50,26,27,3,22,557,6,28,0,71,0,42,431,1881,1
ASSAM,SONITPUR,2002,109,22,1,67,0,67,114,109,5,23,1,35,166,332,8,324,157,47,45,1,19,278,9,53,0,146,0,179,465,2269,1
ASSAM,TINSUKIA,2002,115,17,2,41,0,41,53,39,14,37,0,40,119,333,6,327,74,18,25,4,0,113,1,5,0,24,0,101,306,1428,1
BIHAR,ARARIA,2002,61,15,2,101,0,101,91,79,12,34,2,36,63,109,10,99,365,25,5,2,14,89,5,2,0,30,0,30,1004,2085,1
BIHAR,BANKA,2002,100,18,3,27,0,27,32,9,23,38,0,35,55,92,5,87,255,6,4,0,2,4,10,4,0,14,0,0,797,1496,1
BIHAR,BEGUSARAI,2002,138,139,5,20,0,20,75,15,60,15,1,89,67,253,29,224,157,31,33,0,13,149,23,23,0,40,0,129,1654,3054,1
BIHAR,BETTIAH,2002,100,229,10,55,0,55,67,10,57,29,7,58,111,274,7,267,436,107,16,2,18,1383,31,66,0,58,0,0,231,3288,1
BIHAR,BHAGALPUR,2002,107,46,4,40,0,40,89,51,38,16,3,64,134,409,46,363,207,35,52,2,13,12,19,10,0,26,0,58,1445,2791,1
BIHAR,BHOJPUR,2002,147,41,1,17,0,17,43,17,26,35,4,49,99,247,9,238,124,22,71,0,39,26,51,4,0,79,1,8,1913,3021,1
BIHAR,DARBHANGA,2002,72,79,17,52,0,52,93,31,62,42,3,29,91,225,12,213,244,64,89,22,28,67,26,38,0,73,0,64,1669,3087,1
BIHAR,GAYA,2002,218,149,8,31,0,31,38,18,20,98,3,132,162,348,19,329,319,37,63,0,38,290,26,27,0,44,0,120,973,3124,1
BIHAR,KATIHAR,2002,67,25,5,77,0,77,87,69,18,29,7,30,65,157,19,138,235,7,50,0,3,71,5,5,0,32,0,43,1173,2173,1
BIHAR,MADHUBANI,2002,66,86,92,31,0,31,50,15,35,35,7,20,98,177,2,175,282,22,65,0,69,672,58,165,0,111,0,81,440,2627,1
BIHAR,MOTIHARI,2002,97,47,19,41,0,41,139,37,102,47,3,102,133,306,5,301,418,75,117,5,27,43,48,12,0,94,0,111,2712,4596,1
BIHAR,MUZAFFARPUR,2002,130,92,23,60,0,60,167,22,145,57,1,122,178,723,101,622,393,152,113,3,36,121,42,26,0,178,1,177,2068,4863,1
BIHAR,NALANDA,2002,175,191,17,32,0,32,93,22,71,49,7,63,93,233,10,223,221,41,22,20,10,866,45,23,0,44,1,34,967,3247,1
BIHAR,NAWADAH,2002,69,87,23,34,0,34,50,8,42,8,0,24,33,78,6,72,188,19,25,1,5,535,12,3,2,30,4,83,187,1500,1
BIHAR,PURNEA,2002,96,75,4,46,0,46,48,17,31,98,7,114,86,174,38,136,316,5,23,0,6,39,6,6,0,17,0,96,869,2131,1
BIHAR,ROHTAS,2002,132,35,5,15,0,15,92,10,82,85,2,90,166,375,15,360,401,12,22,0,10,22,52,4,0,82,0,349,1468,3419,1
BIHAR,SAMASTIPUR,2002,119,120,19,22,0,22,56,21,35,36,19,69,93,197,31,166,243,41,30,0,41,244,12,4,2,10,21,19,1391,2808,1
BIHAR,SARAN,2002,100,63,0,12,0,12,73,10,63,39,10,46,88,271,38,233,265,30,15,2,16,1196,69,0,0,85,0,91,806,3277,1
BIHAR,SIWAN,2002,117,163,9,8,0,8,57,26,31,37,2,108,83,138,30,108,217,15,21,1,18,162,24,8,0,50,0,43,735,2016,1
BIHAR,VAISHALI,2002,99,109,19,16,0,16,72,41,31,10,5,42,116,306,40,266,207,64,115,1,23,235,65,21,0,60,0,76,1784,3445,1
CHHATTISGARH,DURG,2002,72,65,0,132,0,132,29,23,6,2,1,51,569,787,206,581,59,9,74,5,27,515,11,230,33,116,0,0,3334,6121,1
CHHATTISGARH,RAIPUR,2002,86,63,3,159,0,159,40,35,5,5,0,36,467,699,242,457,59,22,102,5,22,907,20,184,34,106,0,274,2302,5595,1
CHHATTISGARH,SARGUJA,2002,101,35,4,142,0,142,19,19,0,7,0,30,379,295,30,265,96,3,22,1,19,252,1,180,2,42,0,0,1109,2739,1
GUJARAT,SURAT COMMR.,2002,81,28,0,18,0,18,63,36,27,37,5,64,360,1503,1039,464,116,67,254,4,24,365,20,18,12,112,0,276,745,4172,1
GUJARAT,VADODARA RURAL,2002,81,29,0,12,0,12,45,42,3,46,0,18,79,222,41,181,142,78,21,0,150,436,0,27,0,61,0,207,1723,3377,1
HARYANA,FARIDABAD,2002,57,38,7,37,0,37,61,39,22,2,20,26,240,677,441,236,130,116,71,3,12,292,19,56,1122,92,0,10,3911,6999,1
HARYANA,GURGAON,2002,66,50,15,27,0,27,50,36,14,9,9,46,301,772,440,332,71,41,42,3,23,280,11,35,57,128,0,9,1578,3623,1
JAMMU & KASHMIR,ANANTNAG,2002,86,96,2,16,0,16,67,58,9,4,0,26,142,91,15,76,49,10,19,3,45,53,0,67,54,0,0,27,501,1358,1
JAMMU & KASHMIR,BARAMULLA,2002,121,111,2,14,0,14,87,78,9,4,0,15,129,155,22,133,125,2,16,4,22,11,0,94,31,0,0,0,533,1476,1
JAMMU & KASHMIR,SRINAGAR,2002,86,50,4,24,0,24,117,106,11,6,0,33,335,639,376,263,154,18,76,2,48,48,0,270,86,12,0,40,1056,3104,1
JHARKHAND,BOKARO,2002,58,108,2,48,0,48,40,26,14,40,5,64,132,445,95,350,180,28,24,2,10,432,29,32,0,16,0,118,381,2194,1
JHARKHAND,CHAIBASA,2002,134,42,38,37,0,37,19,9,10,7,0,14,34,98,5,93,34,15,2,0,9,17,0,17,0,8,0,1,204,730,1
JHARKHAND,DHANBAD,2002,88,42,13,38,0,38,72,25,47,69,14,64,149,493,31,462,237,40,61,1,9,135,36,53,3,19,0,4,1561,3201,1
JHARKHAND,GUMLA,2002,108,32,8,31,0,31,9,8,1,23,2,41,37,58,7,51,32,10,6,0,0,2,1,4,0,14,0,6,265,689,1
JHARKHAND,HAZARIBAGH,2002,86,59,11,71,0,71,33,18,15,60,9,66,103,537,44,493,198,16,73,0,14,102,31,27,0,90,0,0,1035,2621,1
JHARKHAND,JAMSHEDPUR,2002,81,180,9,76,0,76,50,18,32,8,1,29,156,539,135,404,114,60,64,0,19,93,12,40,0,72,0,3,1149,2755,1
JHARKHAND,RANCHI,2002,270,161,0,55,0,55,67,22,45,85,9,181,222,729,159,570,263,64,51,0,7,2,9,73,0,62,0,4,1992,4306,1
KARNATAKA,BANGALORE RURAL,2002,153,114,7,22,0,22,38,0,38,23,1,54,498,767,129,638,480,37,63,1,41,1274,35,114,0,129,0,0,3459,7310,1
KARNATAKA,BELGAUM,2002,113,60,1,6,0,6,26,16,10,12,0,48,203,272,107,165,370,18,137,10,19,806,7,55,0,102,0,19,2442,4726,1
KARNATAKA,GULBARGA,2002,79,76,7,24,0,24,43,32,11,3,4,46,173,258,56,202,368,6,47,1,19,1163,4,119,6,73,0,0,1484,4003,1
KERALA,TRIVANDRUM,2002,58,69,9,56,0,56,36,24,12,27,2,138,717,853,283,570,964,48,397,15,67,2550,2,404,16,314,0,0,5948,12690,1
MADHYA PRADESH,BETUL,2002,65,50,0,115,0,115,22,20,2,0,1,17,158,169,28,141,11,6,21,1,15,544,13,152,11,50,0,61,1420,2902,1
MADHYA PRADESH,BHOPAL,2002,62,92,0,98,0,98,41,21,20,1,6,103,908,1500,560,940,79,26,110,4,10,489,16,244,51,131,0,146,10100,14217,1
MADHYA PRADESH,CHHATARPUR,2002,70,66,1,76,0,76,25,14,11,4,0,34,261,171,0,171,76,5,31,1,19,502,20,188,16,58,0,74,1982,3680,1
MADHYA PRADESH,CHHINDWARA,2002,81,46,4,82,0,82,10,9,1,1,2,30,183,194,57,137,65,9,24,0,27,1096,11,189,36,117,0,119,1508,3834,1
MADHYA PRADESH,DEWAS,2002,53,76,0,97,0,97,33,13,20,18,2,82,374,902,126,776,145,15,53,0,43,399,14,191,54,135,0,98,3747,6531,1
MADHYA PRADESH,DHAR,2002,90,101,0,74,0,74,30,24,6,3,13,42,315,653,96,557,69,33,17,0,32,577,53,220,51,91,0,0,2933,5397,1
MADHYA PRADESH,GUNA,2002,64,74,9,148,0,148,7,4,3,8,11,52,388,372,57,315,167,11,19,1,38,1654,12,339,35,99,0,155,2605,6268,1
MADHYA PRADESH,GWALIOR,2002,102,126,3,69,0,69,79,48,31,10,7,133,999,872,282,590,154,41,89,3,30,1007,18,150,12,133,0,197,3456,7690,1
MADHYA PRADESH,INDORE,2002,109,135,1,93,0,93,47,28,19,6,5,142,974,2896,1370,1526,134,60,122,6,29,1114,23,217,54,249,0,316,8202,14934,1
MADHYA PRADESH,JABALPUR,2002,73,146,4,80,0,80,32,14,18,1,1,115,567,987,390,597,65,4,78,6,29,2954,49,250,64,125,0,199,3461,9290,1
MADHYA PRADESH,JHABUA,2002,133,129,0,29,0,29,68,62,6,2,6,15,143,230,12,218,32,6,6,0,78,676,3,119,0,8,0,20,1401,3104,1
MADHYA PRADESH,MORENA,2002,62,116,3,46,0,46,27,17,10,10,2,79,366,533,79,454,154,11,19,0,20,1274,28,73,2,41,0,116,2167,5149,1
MADHYA PRADESH,REWA,2002,68,40,1,32,0,32,36,15,21,7,3,91,760,436,153,283,87,2,18,1,27,537,26,95,3,54,0,137,2108,4569,1
MADHYA PRADESH,SAGAR,2002,81,120,0,136,0,136,30,24,6,0,0,39,414,501,75,426,183,12,46,0,43,2343,26,425,22,164,0,113,2605,7303,1
MADHYA PRADESH,SATNA,2002,62,72,0,66,0,66,29,5,24,4,4,47,437,356,121,235,54,6,22,1,20,925,37,173,3,47,0,146,1992,4503,1
MADHYA PRADESH,SHAJAPUR,2002,42,57,4,84,0,84,18,15,3,1,2,84,319,647,91,556,126,19,25,2,39,666,9,144,18,84,0,59,1316,3765,1
MADHYA PRADESH,UJJAIN,2002,54,172,0,68,0,68,47,27,20,3,3,100,783,1528,288,1240,164,30,51,2,50,715,9,156,28,140,0,82,4240,8425,1
MAHARASHTRA,AHMEDNAGAR,2002,82,45,6,45,0,45,27,20,7,19,11,97,352,841,239,602,296,56,69,1,38,663,8,75,0,280,0,445,1050,4506,1
MAHARASHTRA,NAGPUR COMMR.,2002,98,54,0,49,0,49,50,41,9,12,62,146,1307,2511,845,1666,254,50,235,14,23,916,4,63,38,210,0,218,2408,8722,1
MAHARASHTRA,NAGPUR RURAL,2002,95,35,1,66,0,66,25,19,6,10,1,61,401,998,76,922,132,24,38,1,90,915,7,114,61,98,0,306,1574,5053,1
MAHARASHTRA,NANDED,2002,83,85,0,29,0,29,40,34,6,20,10,100,373,542,84,458,191,21,110,1,72,1559,24,83,6,241,0,137,2072,5799,1
MAHARASHTRA,PUNE COMMR.,2002,95,42,0,51,0,51,36,22,14,8,6,80,836,2447,1197,1250,702,72,346,0,13,1058,5,59,97,131,0,332,2088,8504,1
MAHARASHTRA,PUNE RURAL,2002,141,37,7,42,0,42,16,9,7,16,9,61,296,706,251,455,185,33,41,2,23,592,4,60,14,175,0,757,1301,4518,1
MAHARASHTRA,SANGLI,2002,97,29,0,33,0,33,22,14,8,13,3,22,225,446,104,342,107,25,90,0,29,411,4,38,8,63,0,289,734,2688,1
MAHARASHTRA,THANE COMMR.,2002,128,68,0,42,0,42,75,41,34,36,35,124,924,1615,636,979,229,70,446,6,32,1010,3,91,40,175,0,247,1023,6419,1
MAHARASHTRA,THANE RURAL,2002,122,41,21,51,0,51,35,0,35,42,10,81,485,588,195,393,174,35,79,0,37,727,16,100,26,81,0,564,695,4010,1
MAHARASHTRA,YAVATMAL,2002,76,67,2,65,0,65,36,31,5,5,0,37,299,780,67,713,110,23,51,0,41,980,17,104,17,142,0,185,1272,4309,1
ODISHA,CUTTACK,2002,47,140,0,32,0,32,38,31,7,23,5,135,287,719,242,477,78,19,77,0,26,73,3,69,10,131,0,545,1823,4280,1
ODISHA,KHURDA,2002,63,92,0,52,0,52,53,44,9,21,9,145,489,907,367,540,104,29,157,2,25,1257,19,36,15,187,0,171,1403,5236,1
ODISHA,MAYURBHANJ,2002,83,40,2,68,0,68,29,24,5,7,0,34,113,158,15,143,42,10,29,0,17,20,26,125,0,106,0,109,1007,2025,1
PUNJAB,LUDHIANA,2002,68,77,14,40,0,40,125,88,37,3,17,12,346,717,369,348,0,57,405,5,18,328,16,88,127,145,0,190,2850,5648,1
RAJASTHAN,AJMER,2002,48,63,3,27,0,27,124,124,0,5,0,42,457,737,293,444,91,41,370,2,36,695,23,65,0,285,0,274,3595,6983,1
RAJASTHAN,ALWAR,2002,82,96,0,44,0,44,121,89,32,0,4,43,226,964,342,622,79,29,392,0,47,2364,42,115,1,250,0,238,1677,6814,1
RAJASTHAN,BARAN,2002,30,89,0,51,0,51,89,88,1,0,1,13,188,466,67,399,69,17,126,1,28,332,6,188,4,160,0,60,1786,3704,1
RAJASTHAN,BHARATPUR,2002,87,81,4,59,0,59,109,79,30,0,2,48,148,709,147,562,18,47,303,2,59,1116,27,29,0,227,0,169,4060,7304,1
RAJASTHAN,BHILWARA,2002,30,46,4,46,0,46,196,164,32,0,0,48,361,752,281,471,219,27,355,4,28,557,4,134,6,339,0,196,3241,6593,1
RAJASTHAN,BUNDI,2002,21,95,9,38,0,38,109,83,26,2,0,24,216,389,72,317,135,11,109,0,31,978,7,151,3,225,0,97,1249,3899,1
RAJASTHAN,CHITTORGARH,2002,46,52,1,73,0,73,171,139,32,3,5,27,310,701,170,531,357,25,235,1,60,2308,7,121,1,330,0,131,1505,6470,1
RAJASTHAN,GANGANAGAR,2002,63,94,0,54,0,54,60,52,8,0,1,9,211,441,121,320,8,80,435,0,14,1159,19,100,1,391,0,145,2108,5393,1
RAJASTHAN,JHALAWAR,2002,44,71,5,61,0,61,82,60,22,2,0,12,186,356,83,273,121,9,79,2,57,1065,7,150,11,210,0,87,881,3498,1
RAJASTHAN,JODHPUR,2002,38,69,2,33,0,33,104,76,28,2,0,43,383,938,342,596,140,66,430,3,46,2597,17,157,5,267,0,241,1542,7123,1
RAJASTHAN,KOTA,2002,56,374,4,37,0,37,160,132,28,2,0,64,381,1058,426,632,159,44,279,1,27,480,6,154,3,319,0,178,2742,6528,1
RAJASTHAN,UDAIPUR,2002,65,79,4,39,0,39,112,75,37,1,8,29,250,509,206,303,334,32,283,2,62,1589,12,71,0,95,0,262,2550,6388,1
TAMIL NADU,CHENNAI,2002,90,294,5,26,0,26,44,21,23,14,0,97,570,2791,444,2347,52,13,644,2,0,812,20,61,941,106,0,485,1459,8526,1
TAMIL NADU,DHARMAPURI,2002,94,49,2,20,0,20,48,23,25,21,0,31,185,471,177,294,316,7,45,2,70,998,14,62,8,30,0,435,2908,5816,1
TAMIL NADU,THIRUNELVELI RURAL,2002,80,103,3,41,0,41,65,47,18,2,0,30,239,590,38,552,7,9,59,3,85,803,3,143,52,28,0,269,4015,6629,1
TAMIL NADU,VILLUPURAM,2002,76,82,2,51,0,51,67,53,14,0,0,4,142,470,141,329,374,16,27,0,24,885,3,92,17,42,0,571,4315,7260,1
TRIPURA,WEST,2002,113,12,0,37,0,37,63,16,47,14,0,14,95,165,30,135,66,7,8,3,14,130,8,40,0,77,0,16,345,1227,1
UTTAR PRADESH,AGRA,2002,158,159,28,41,0,41,139,102,37,18,2,107,272,1059,589,470,260,166,297,6,19,573,50,86,82,372,0,353,1370,5617,1
UTTAR PRADESH,ALIGARH,2002,178,216,21,31,0,31,112,69,43,20,2,111,151,576,191,385,252,78,169,0,20,319,38,72,21,169,0,216,1224,3996,1
UTTAR PRADESH,ALLAHABAD,2002,146,188,34,40,0,40,80,63,17,14,0,51,225,642,205,437,211,87,295,9,30,506,63,57,55,147,0,325,1757,4962,1
UTTAR PRADESH,AZAMGARH,2002,111,91,24,7,0,7,41,7,34,4,3,90,119,160,24,136,112,50,66,2,7,311,23,27,23,72,0,0,536,1879,1
UTTAR PRADESH,BADAUN,2002,206,226,35,31,0,31,88,46,42,19,0,56,87,271,25,246,48,27,64,0,30,524,44,48,5,63,0,5,740,2617,1
UTTAR PRADESH,BARABANKI,2002,78,67,18,32,0,32,51,39,12,10,0,46,99,260,29,231,59,47,19,0,12,298,27,29,9,171,0,90,776,2198,1
UTTAR PRADESH,BAREILLY,2002,237,265,30,65,0,65,122,93,29,42,0,101,195,678,164,514,90,65,160,0,11,633,62,70,54,261,0,232,1019,4392,1
UTTAR PRADESH,BIJNOR,2002,107,87,17,26,0,26,65,49,16,8,0,45,69,274,36,238,62,35,83,7,12,105,34,34,33,156,0,83,569,1911,1
UTTAR PRADESH,BULANDSHAHAR,2002,217,172,21,33,0,33,94,60,34,13,0,80,99,404,110,294,159,59,112,3,29,266,47,70,104,185,0,150,855,3172,1
UTTAR PRADESH,ETAH,2002,210,278,15,37,0,37,86,49,37,36,0,75,69,237,47,190,146,57,67,4,3,355,81,43,15,85,0,8,1263,3170,1
UTTAR PRADESH,ETAWAH,2002,85,70,5,12,0,12,47,21,26,3,1,30,57,123,27,96,57,25,34,1,10,128,25,32,11,32,0,119,585,1492,1
UTTAR PRADESH,FIROZABAD,2002,138,127,16,26,0,26,95,51,44,6,1,59,52,229,84,145,85,59,96,0,21,377,36,37,46,105,0,0,944,2555,1
UTTAR PRADESH,GHAZIABAD,2002,231,375,18,20,1,19,99,69,30,13,2,83,191,1274,674,600,96,95,198,2,5,82,21,35,108,176,0,406,1089,4619,1
UTTAR PRADESH,GORAKHPUR,2002,112,74,31,27,0,27,43,39,4,5,1,46,174,226,68,158,107,58,109,1,1,280,30,28,19,56,0,254,936,2618,1
UTTAR PRADESH,HARDOI,2002,135,103,27,39,0,39,48,36,12,1,0,20,42,159,18,141,45,24,55,0,21,389,26,54,36,72,0,141,553,1990,1
UTTAR PRADESH,HATHRAS,2002,76,80,9,25,0,25,49,30,19,19,4,52,57,175,31,144,116,54,58,0,4,158,21,41,12,107,0,74,654,1845,1
UTTAR PRADESH,KANPUR NAGAR,2002,202,166,24,30,0,30,163,126,37,16,3,106,268,1153,629,524,156,158,223,4,17,664,50,75,123,307,0,419,1581,5908,1
UTTAR PRADESH,KHIRI,2002,144,139,27,41,0,41,60,50,10,6,3,33,86,272,37,235,68,31,37,6,30,367,66,45,14,97,0,37,843,2452,1
UTTAR PRADESH,MAINPURI,2002,123,122,15,9,0,9,55,27,28,23,0,67,53,129,28,101,86,35,71,2,20,192,42,17,0,38,0,3,599,1701,1
UTTAR PRADESH,MATHURA,2002,123,139,11,16,0,16,49,32,17,9,0,63,77,376,172,204,114,61,117,2,2,125,29,40,45,94,0,217,901,2610,1
UTTAR PRADESH,MEERUT,2002,230,175,15,35,0,35,127,74,53,13,9,122,173,857,356,501,114,86,149,9,3,48,26,47,87,212,0,199,1282,4018,1
UTTAR PRADESH,MORADABAD,2002,178,160,31,36,0,36,77,59,18,14,2,60,126,518,121,397,86,40,112,0,5,118,35,53,75,174,0,55,897,2852,1
UTTAR PRADESH,MUZAFFARNAGAR,2002,287,195,9,30,0,30,121,60,61,14,2,122,127,479,159,320,112,38,88,6,4,10,37,34,30,163,0,116,1164,3188,1
UTTAR PRADESH,PILIBHIT,2002,91,100,14,41,0,41,51,34,17,12,1,46,58,179,27,152,53,34,76,0,0,12,33,19,70,103,0,47,867,1907,1
UTTAR PRADESH,RAMPUR,2002,87,77,15,20,0,20,40,38,2,6,0,31,70,277,39,238,40,22,45,2,2,81,11,36,14,106,0,58,372,1412,1
UTTAR PRADESH,SAHARANPUR,2002,89,114,9,15,0,15,64,55,9,4,0,44,81,309,125,184,70,49,139,3,0,5,24,19,42,216,0,0,1035,2331,1
UTTAR PRADESH,SHAHJAHANPUR,2002,210,205,34,40,0,40,89,38,51,7,2,70,88,337,58,279,44,32,81,0,16,211,49,52,35,83,0,119,912,2716,1
UTTAR PRADESH,SITAPUR,2002,167,144,43,73,0,73,99,61,38,3,0,87,171,590,60,530,102,42,62,0,32,310,83,65,13,66,0,162,1091,3405,1
UTTAR PRADESH,SULTANPUR,2002,85,109,22,23,0,23,34,28,6,5,0,45,99,229,43,186,62,57,53,1,9,314,20,22,15,66,0,140,730,2140,1
UTTAR PRADESH,UNNAO,2002,126,94,15,34,0,34,63,55,8,5,0,51,67,218,36,182,92,32,60,0,14,397,57,70,8,118,0,145,996,2662,1
